GEO,CROPS,STRUCPRO\TIME	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021
Germany (until 1990 former territory of the FRG),Durum wheat,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Estonia,Durum wheat,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Ireland,Durum wheat,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Greece,Durum wheat,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Spain,Durum wheat,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
France,Durum wheat,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Croatia,Durum wheat,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Italy,Durum wheat,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Cyprus,Durum wheat,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Latvia,Durum wheat,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Lithuania,Durum wheat,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Luxembourg,Durum wheat,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Hungary,Durum wheat,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Malta,Durum wheat,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Netherlands,Durum wheat,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Austria,Durum wheat,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Poland,Durum wheat,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Portugal,Durum wheat,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Romania,Durum wheat,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Slovenia,Durum wheat,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Slovakia,Durum wheat,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Finland,Durum wheat,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Sweden,Durum wheat,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Iceland,Durum wheat,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Norway,Durum wheat,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Switzerland,Durum wheat,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
United Kingdom,Durum wheat,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Montenegro,Durum wheat,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
North Macedonia,Durum wheat,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Albania,Durum wheat,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Serbia,Durum wheat,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Turkey,Durum wheat,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Bosnia and Herzegovina,Durum wheat,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Kosovo (under United Nations Security Council Resolution 1244/99),Durum wheat,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020),Durum wheat,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
European Union - 27 countries (from 2020),Durum wheat,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
European Union - 28 countries (2013-2020),Durum wheat,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	:	:
Belgium,Durum wheat,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Bulgaria,Durum wheat,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Czechia,Durum wheat,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	:	14.00
Denmark,Durum wheat,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Germany (until 1990 former territory of the FRG),Durum wheat,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Estonia,Durum wheat,EU standard humidity (%)	:	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Ireland,Durum wheat,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Greece,Durum wheat,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Spain,Durum wheat,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
France,Durum wheat,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Croatia,Durum wheat,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Italy,Durum wheat,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	:
Cyprus,Durum wheat,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Latvia,Durum wheat,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Lithuania,Durum wheat,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Luxembourg,Durum wheat,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	:
Hungary,Durum wheat,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Malta,Durum wheat,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Netherlands,Durum wheat,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Austria,Durum wheat,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Poland,Durum wheat,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Portugal,Durum wheat,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	:
Romania,Durum wheat,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Slovenia,Durum wheat,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	:
Slovakia,Durum wheat,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Finland,Durum wheat,EU standard humidity (%)	14.00	14.00	14.00	:	:	14.00	14.00	14.00	14.00	14.00
Sweden,Durum wheat,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Iceland,Durum wheat,EU standard humidity (%)	14.00	14.00	:	14.00	14.00	14.00	:	:	14.00	14.00
Norway,Durum wheat,EU standard humidity (%)	:	:	:	:	14.00	14.00	14.00	14.00	:	:
Switzerland,Durum wheat,EU standard humidity (%)	14.00	:	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
United Kingdom,Durum wheat,EU standard humidity (%)	14.00	14.00	14.00	:	14.00	:	:	14.00	14.00	:
Montenegro,Durum wheat,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
North Macedonia,Durum wheat,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Albania,Durum wheat,EU standard humidity (%)	:	:	:	14.00	:	14.00	14.00	14.00	14.00	14.00
Serbia,Durum wheat,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Turkey,Durum wheat,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	:
Bosnia and Herzegovina,Durum wheat,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Kosovo (under United Nations Security Council Resolution 1244/99),Durum wheat,EU standard humidity (%)	14.00	14.00	14.00	:	:	:	14.00	14.00	:	:
